G,Date,Opponent,Unnamed: 7,Tm,Opp,W,L,Streak,Team,Year,Is_Playoffs,Team_Pace,Team_eFG%,Team_TOV%,Team_ORB%,Team_FT/FGA,Team_ORtg,Opponent_Pace,Opponent_eFG%,Opponent_TOV%,Opponent_ORB%,Opponent_FT/FGA,Opponent_ORtg,Team_Player1_Starters,Team_Player2_Starters,Team_Player3_Starters,Team_Player4_Starters,Team_Player5_Starters,Team_Player6_Starters,Team_Player7_Starters,Team_Player8_Starters,Team_Player9_Starters,Team_Player10_Starters,Team_Player11_Starters,Team_Player12_Starters,Team_Player13_Starters,Team_Player14_Starters,Team_Player15_Starters,Opponent_Player1_Starters,Opponent_Player2_Starters,Opponent_Player3_Starters,Opponent_Player4_Starters,Opponent_Player5_Starters,Opponent_Player6_Starters,Opponent_Player7_Starters,Opponent_Player8_Starters,Opponent_Player9_Starters,Opponent_Player10_Starters,Opponent_Player11_Starters,Opponent_Player12_Starters,Opponent_Player13_Starters,Opponent_Player14_Starters,Opponent_Player15_Starters,Opponent_Player16_Starters,Team_Player16_Starters,Team_Player17_Starters,Opponent_Player17_Starters
59,20210421,MIN,W,128,125,24,35,W 1,SAC,2021,False,96.6,.696,13.8,13.8,.338,132.5,96.6,.615,11.0,23.7,.207,129.4,De'Aaron Fox,Harrison Barnes,Buddy Hield,Maurice Harkless,Hassan Whiteside,Tyrese Haliburton,Damian Jones,Delon Wright,Chimezie Metu,Terence Davis,Justin James,Jahmi'us Ramsey,Chris Silva,Team Totals,,Karl-Anthony Towns,Jaden McDaniels,Ricky Rubio,Anthony Edwards,Josh Okogie,D'Angelo Russell,Naz Reid,Juancho Hernangómez,Jarred Vanderbilt,Jordan McLaughlin,Jarrett Culver,Ed Davis,Jake Layman,Team Totals,,,,,
60,20210425,GSW,L,113,117,24,36,L 1,SAC,2021,False,99.2,.558,10.3,14.3,.198,113.9,99.2,.558,14.3,35.4,.116,118.0,Harrison Barnes,Tyrese Haliburton,Buddy Hield,Maurice Harkless,Richaun Holmes,Delon Wright,Chimezie Metu,Terence Davis,Damian Jones,Kyle Guy,Justin James,Jahmi'us Ramsey,Chris Silva,Hassan Whiteside,Team Totals,Stephen Curry,Andrew Wiggins,Draymond Green,Kevon Looney,Mychal Mulder,Kelly Oubre Jr.,Juan Toscano-Anderson,Jordan Poole,Gary Payton II,Nico Mannion,Eric Paschall,Alen Smailagić,Team Totals,,,,,,
61,20210426,DAL,W,113,106,25,36,W 1,SAC,2021,False,93.2,.599,16.8,29.7,.198,121.2,93.2,.533,9.2,28.6,.087,113.7,Tyrese Haliburton,Maurice Harkless,Buddy Hield,Richaun Holmes,Harrison Barnes,Damian Jones,Delon Wright,Terence Davis,Chimezie Metu,Kyle Guy,Justin James,Jahmi'us Ramsey,Chris Silva,Hassan Whiteside,Team Totals,Luka Dončić,Dorian Finney-Smith,Tim Hardaway Jr.,Dwight Powell,Maxi Kleber,Trey Burke,Willie Cauley-Stein,Nicolò Melli,Jalen Brunson,Josh Green,Boban Marjanović,Tyler Bey,Nate Hinton,Kristaps Porziņģis,JJ Redick,Team Totals,,,
62,20210428,UTA,L,105,154,25,37,L 1,SAC,2021,False,101.3,.523,12.1,7.1,.161,103.6,101.3,.779,12.8,27.6,.233,152.0,Chimezie Metu,Buddy Hield,Tyrese Haliburton,Maurice Harkless,Richaun Holmes,Delon Wright,Damian Jones,Terence Davis,Justin James,Kyle Guy,Jahmi'us Ramsey,Hassan Whiteside,Team Totals,,,Bojan Bogdanović,Georges Niang,Joe Ingles,Rudy Gobert,Royce O'Neale,Jordan Clarkson,Trent Forrest,Ersan İlyasova,Derrick Favors,Jarrell Brantley,Miye Oni,Matt Thomas,Juwan Morgan,Elijah Hughes,Team Totals,,,,
63,20210430,LAL,W,110,106,26,37,W 1,SAC,2021,False,99.1,.523,15.1,25.6,.233,110.9,99.1,.548,18.5,29.7,.181,106.9,Tyrese Haliburton,Buddy Hield,Richaun Holmes,Maurice Harkless,Chimezie Metu,Delon Wright,Terence Davis,Marvin Bagley III,Damian Jones,Justin James,Jahmi'us Ramsey,Hassan Whiteside,Team Totals,,,Dennis Schröder,Anthony Davis,LeBron James,Kentavious Caldwell-Pope,Andre Drummond,Kyle Kuzma,Ben McLemore,Montrezl Harrell,Markieff Morris,Talen Horton-Tucker,Marc Gasol,Devontae Cacok,Wesley Matthews,Alfonzo McKinnie,Team Totals,,,,
64,20210502,DAL,W,111,99,27,37,W 2,SAC,2021,False,96.9,.623,18.5,22.9,.123,114.6,96.9,.457,15.2,30.2,.309,102.2,Buddy Hield,Marvin Bagley III,Richaun Holmes,Tyrese Haliburton,Maurice Harkless,Delon Wright,Damian Jones,Terence Davis,Justin James,Jahmi'us Ramsey,Hassan Whiteside,Robert Woodard II,Team Totals,,,Luka Dončić,Dorian Finney-Smith,Maxi Kleber,Josh Richardson,Dwight Powell,Jalen Brunson,Trey Burke,JJ Redick,Boban Marjanović,Willie Cauley-Stein,Josh Green,Nicolò Melli,Tyler Bey,Nate Hinton,Team Totals,,,,
66,20210505,IND,W,104,93,29,37,W 4,SAC,2021,False,100.1,.495,10.6,24.0,.105,103.9,100.1,.488,19.6,21.7,.145,92.9,Buddy Hield,Delon Wright,Maurice Harkless,Marvin Bagley III,Richaun Holmes,Terence Davis,Damian Jones,Kyle Guy,Justin James,Jahmi'us Ramsey,Louis King,Hassan Whiteside,Team Totals,,,Domantas Sabonis,Caris LeVert,Doug McDermott,Aaron Holiday,Oshae Brissett,T.J. McConnell,Goga Bitadze,Justin Holiday,Kelan Martin,Cassius Stanley,Amida Brimah,Edmond Sumner,Team Totals,,,,,,
67,20210507,SAS,L,104,113,29,38,L 1,SAC,2021,False,101.3,.565,15.0,9.8,.107,102.6,101.3,.539,11.8,18.4,.191,111.5,Maurice Harkless,Delon Wright,Buddy Hield,Richaun Holmes,Marvin Bagley III,Terence Davis,Damian Jones,Chimezie Metu,Kyle Guy,Justin James,Louis King,Jahmi'us Ramsey,Hassan Whiteside,Team Totals,,DeMar DeRozan,Dejounte Murray,Jakob Poeltl,Lonnie Walker IV,Keldon Johnson,Rudy Gay,Patty Mills,Devin Vassell,Drew Eubanks,Keita Bates-Diop,Gorgui Dieng,Tre Jones,Luka Šamanić,Quinndary Weatherspoon,Team Totals,,,,
70,20210513,MEM,L,110,116,31,39,L 1,SAC,2021,False,97.7,.526,9.7,26.5,.094,112.5,97.7,.561,15.5,35.3,.167,118.7,Delon Wright,Buddy Hield,Chimezie Metu,Maurice Harkless,Richaun Holmes,Justin James,Terence Davis,Damian Jones,Louis King,Kyle Guy,Jahmi'us Ramsey,Hassan Whiteside,Team Totals,,,Ja Morant,Dillon Brooks,Jonas Valančiūnas,Kyle Anderson,Jaren Jackson Jr.,Desmond Bane,Brandon Clarke,De'Anthony Melton,Tyus Jones,John Konchar,Xavier Tillman Sr.,Tim Frazier,Jontay Porter,Killian Tillie,Justise Winslow,Team Totals,,,
71,20210514,MEM,L,106,107,31,40,L 2,SAC,2021,False,101.3,.438,8.5,25.9,.229,104.7,101.3,.506,11.6,17.6,.262,105.6,Damian Jones,Buddy Hield,Delon Wright,Chimezie Metu,Maurice Harkless,Louis King,Jahmi'us Ramsey,Terence Davis,Justin James,Robert Woodard II,Kyle Guy,Hassan Whiteside,Team Totals,,,Justise Winslow,Killian Tillie,Xavier Tillman Sr.,Tyus Jones,Desmond Bane,Tim Frazier,John Konchar,Jontay Porter,De'Anthony Melton,Kyle Anderson,Dillon Brooks,Brandon Clarke,Jonas Valančiūnas,Team Totals,,,,,
72,20210516,UTA,L,99,121,31,41,L 3,SAC,2021,False,101.7,.517,12.1,10.9,.067,97.4,101.7,.581,14.2,20.9,.244,119.0,Damian Jones,Chimezie Metu,Buddy Hield,Delon Wright,Louis King,Terence Davis,Jahmi'us Ramsey,Kyle Guy,Robert Woodard II,Justin James,Hassan Whiteside,Team Totals,,,,Joe Ingles,Bojan Bogdanović,Royce O'Neale,Rudy Gobert,Mike Conley,Jordan Clarkson,Georges Niang,Derrick Favors,Miye Oni,Trent Forrest,Udoka Azubuike,Jarrell Brantley,Juwan Morgan,Matt Thomas,Ersan İlyasova,Team Totals,,,
1,20201223,MEM,W,131,119,1,0,W 1,SAS,2021,False,108.2,.558,9.3,17.8,.263,121.1,108.2,.568,9.7,11.1,.116,110.0,DeMar DeRozan,Lonnie Walker IV,Keldon Johnson,Dejounte Murray,LaMarcus Aldridge,Rudy Gay,Devin Vassell,Patty Mills,Jakob Poeltl,Keita Bates-Diop,Drew Eubanks,Tre Jones,Trey Lyles,Luka Šamanić,Team Totals,Ja Morant,Dillon Brooks,Jonas Valančiūnas,Kyle Anderson,Grayson Allen,Brandon Clarke,De'Anthony Melton,Tyus Jones,Gorgui Dieng,Desmond Bane,John Konchar,Sean McDermott,Team Totals,,,,,,
2,20201226,TOR,W,119,114,2,0,W 2,SAS,2021,False,104.6,.540,13.0,28.0,.110,113.8,104.6,.536,10.5,20.4,.115,109.0,DeMar DeRozan,Dejounte Murray,LaMarcus Aldridge,Keldon Johnson,Lonnie Walker IV,Patty Mills,Rudy Gay,Jakob Poeltl,Devin Vassell,Trey Lyles,Keita Bates-Diop,Drew Eubanks,Tre Jones,Luka Šamanić,Team Totals,Pascal Siakam,OG Anunoby,Kyle Lowry,Fred VanVleet,Aron Baynes,Chris Boucher,Matt Thomas,Norman Powell,DeAndre' Bembry,Terence Davis,Malachi Flynn,Stanley Johnson,Alex Len,Yuta Watanabe,Paul Watson,Team Totals,,,
4,20201230,LAL,L,107,121,2,2,L 2,SAS,2021,False,99.9,.517,10.2,14.9,.195,107.1,99.9,.646,15.8,17.9,.183,121.1,DeMar DeRozan,Dejounte Murray,Lonnie Walker IV,Keldon Johnson,Jakob Poeltl,Rudy Gay,Drew Eubanks,Patty Mills,Devin Vassell,Tre Jones,Keita Bates-Diop,Luka Šamanić,Trey Lyles,Team Totals,,LeBron James,Dennis Schröder,Anthony Davis,Kentavious Caldwell-Pope,Marc Gasol,Kyle Kuzma,Montrezl Harrell,Wesley Matthews,Markieff Morris,Quinn Cook,Jared Dudley,Alfonzo McKinnie,Alex Caruso,Talen Horton-Tucker,Team Totals,,,,
5,20210101,LAL,L,103,109,2,3,L 3,SAS,2021,False,100.5,.500,11.9,16.0,.212,102.5,100.5,.475,10.7,30.2,.129,108.4,DeMar DeRozan,Keldon Johnson,Dejounte Murray,Lonnie Walker IV,Jakob Poeltl,Patty Mills,Rudy Gay,Drew Eubanks,Derrick White,Tre Jones,Trey Lyles,Luka Šamanić,Devin Vassell,Team Totals,,LeBron James,Anthony Davis,Dennis Schröder,Marc Gasol,Kentavious Caldwell-Pope,Wesley Matthews,Kyle Kuzma,Montrezl Harrell,Talen Horton-Tucker,Markieff Morris,Alex Caruso,Quinn Cook,Jared Dudley,Alfonzo McKinnie,Team Totals,,,,
6,20210103,UTA,L,109,130,2,4,L 4,SAS,2021,False,106.3,.448,5.8,22.6,.143,102.5,106.3,.669,17.0,22.5,.124,122.3,Keldon Johnson,DeMar DeRozan,Dejounte Murray,Jakob Poeltl,Lonnie Walker IV,Rudy Gay,Devin Vassell,Patty Mills,Trey Lyles,Drew Eubanks,Tre Jones,Luka Šamanić,Team Totals,,,Royce O'Neale,Donovan Mitchell,Rudy Gobert,Bojan Bogdanović,Mike Conley,Jordan Clarkson,Joe Ingles,Derrick Favors,Georges Niang,Miye Oni,Shaquille Harrison,Udoka Azubuike,Elijah Hughes,Juwan Morgan,Team Totals,,,,
7,20210105,LAC,W,116,113,3,4,W 1,SAS,2021,False,97.5,.563,9.8,22.4,.083,118.9,97.5,.587,12.4,17.5,.140,115.9,Dejounte Murray,Keldon Johnson,Lonnie Walker IV,DeMar DeRozan,LaMarcus Aldridge,Patty Mills,Rudy Gay,Jakob Poeltl,Devin Vassell,Drew Eubanks,Tre Jones,Trey Lyles,Luka Šamanić,Team Totals,,Luke Kennard,Kawhi Leonard,Nicolas Batum,Patrick Beverley,Serge Ibaka,Lou Williams,Ivica Zubac,Reggie Jackson,Terance Mann,Patrick Patterson,Amir Coffey,Paul George,Mfiondu Kabengele,Marcus Morris,Daniel Oturu,Team Totals,,,
8,20210107,LAL,W,118,109,4,4,W 2,SAS,2021,False,98.8,.554,7.4,13.3,.174,119.4,98.8,.558,12.0,20.9,.151,110.3,DeMar DeRozan,Dejounte Murray,LaMarcus Aldridge,Keldon Johnson,Lonnie Walker IV,Patty Mills,Rudy Gay,Jakob Poeltl,Devin Vassell,Keita Bates-Diop,Tre Jones,Trey Lyles,Luka Šamanić,Team Totals,,LeBron James,Anthony Davis,Kyle Kuzma,Dennis Schröder,Marc Gasol,Wesley Matthews,Talen Horton-Tucker,Alex Caruso,Montrezl Harrell,Markieff Morris,Quinn Cook,Jared Dudley,Alfonzo McKinnie,Team Totals,,,,,
9,20210109,MIN,W,125,122,5,4,W 3,SAS,2021,False,96.4,.500,5.0,22.2,.238,117.5,96.4,.578,14.1,23.4,.115,114.6,DeMar DeRozan,Keldon Johnson,Dejounte Murray,LaMarcus Aldridge,Lonnie Walker IV,Patty Mills,Rudy Gay,Jakob Poeltl,Devin Vassell,Keita Bates-Diop,Tre Jones,Trey Lyles,Luka Šamanić,Team Totals,,Malik Beasley,D'Angelo Russell,Karl-Anthony Towns,Jarrett Culver,Juancho Hernangómez,Ricky Rubio,Anthony Edwards,Naz Reid,Jarred Vanderbilt,Jake Layman,Ed Davis,Jaden McDaniels,Jaylen Nowell,Team Totals,,,,,
10,20210110,MIN,L,88,96,5,5,L 1,SAS,2021,False,96.5,.426,9.1,17.3,.085,91.2,96.5,.475,13.3,20.0,.235,99.5,LaMarcus Aldridge,Dejounte Murray,Trey Lyles,Keldon Johnson,Lonnie Walker IV,Patty Mills,Rudy Gay,Jakob Poeltl,Devin Vassell,Keita Bates-Diop,DeMar DeRozan,Tre Jones,Luka Šamanić,Team Totals,,Malik Beasley,D'Angelo Russell,Juancho Hernangómez,Jarrett Culver,Ed Davis,Naz Reid,Ricky Rubio,Josh Okogie,Jarred Vanderbilt,Anthony Edwards,Jake Layman,Jaden McDaniels,Jordan McLaughlin,Jaylen Nowell,Team Totals,,,,
12,20210114,HOU,L,105,109,6,6,L 1,SAS,2021,False,98.8,.505,9.2,20.4,.130,106.3,98.8,.564,16.0,24.4,.140,110.3,Dejounte Murray,DeMar DeRozan,Keldon Johnson,LaMarcus Aldridge,Lonnie Walker IV,Patty Mills,Devin Vassell,Rudy Gay,Jakob Poeltl,Tre Jones,Trey Lyles,Luka Šamanić,Team Totals,,,Sterling Brown,P.J. Tucker,Christian Wood,Jae'Sean Tate,Ben McLemore,David Nwaba,DeMarcus Cousins,KJ Martin,Mason Jones,Chris Clemons,Eric Gordon,John Wall,Team Totals,,,,,,
13,20210116,HOU,W,103,91,7,6,W 1,SAS,2021,False,103.3,.425,9.8,30.4,.180,99.7,103.3,.440,19.3,22.6,.202,88.1,DeMar DeRozan,Dejounte Murray,Keldon Johnson,Lonnie Walker IV,LaMarcus Aldridge,Jakob Poeltl,Patty Mills,Rudy Gay,Devin Vassell,Tre Jones,Trey Lyles,Luka Šamanić,Team Totals,,,Christian Wood,Ben McLemore,P.J. Tucker,Mason Jones,Jae'Sean Tate,David Nwaba,Rodions Kurucs,KJ Martin,Sterling Brown,DeMarcus Cousins,Eric Gordon,John Wall,Team Totals,,,,,,
15,20210120,GSW,L,99,121,8,7,L 1,SAS,2021,False,102.6,.394,8.5,21.4,.266,96.5,102.6,.588,13.1,24.4,.154,118.0,Dejounte Murray,Keldon Johnson,Lonnie Walker IV,DeMar DeRozan,LaMarcus Aldridge,Devin Vassell,Jakob Poeltl,Patty Mills,Rudy Gay,Trey Lyles,Tre Jones,Luka Šamanić,Team Totals,,,Stephen Curry,Andrew Wiggins,Kelly Oubre Jr.,Draymond Green,James Wiseman,Brad Wanamaker,Kent Bazemore,Eric Paschall,Kevon Looney,Damion Lee,Jordan Poole,Mychal Mulder,Team Totals,,,,,,
16,20210122,DAL,L,117,122,8,8,L 2,SAS,2021,False,98.4,.528,6.4,20.5,.258,118.9,98.4,.559,5.6,14.9,.194,124.0,DeMar DeRozan,Keldon Johnson,LaMarcus Aldridge,Lonnie Walker IV,Dejounte Murray,Patty Mills,Rudy Gay,Devin Vassell,Jakob Poeltl,Tre Jones,Trey Lyles,Luka Šamanić,Team Totals,,,Tim Hardaway Jr.,Luka Dončić,Kristaps Porziņģis,Jalen Brunson,Josh Green,James Johnson,Wes Iwundu,Trey Burke,Willie Cauley-Stein,Tyler Bey,Nate Hinton,Boban Marjanović,Tyrell Terry,Team Totals,,,,,
17,20210124,WAS,W,121,101,9,8,W 1,SAS,2021,False,100.8,.578,8.2,11.6,.104,120.0,100.8,.500,12.5,23.5,.098,100.2,Dejounte Murray,Lonnie Walker IV,Keldon Johnson,DeMar DeRozan,LaMarcus Aldridge,Devin Vassell,Rudy Gay,Jakob Poeltl,Patty Mills,Tre Jones,Keita Bates-Diop,Trey Lyles,Luka Šamanić,Team Totals,,Jerome Robinson,Isaac Bonga,Bradley Beal,Russell Westbrook,Robin Lopez,Garrison Mathews,Cassius Winston,Alex Len,Anthony Gill,Jordan Bell,Raul Neto,Moritz Wagner,Team Totals,,,,,,
18,20210127,BOS,W,110,106,10,8,W 2,SAS,2021,False,99.3,.610,18.3,25.7,.122,110.8,99.3,.480,10.3,26.0,.122,106.8,Dejounte Murray,DeMar DeRozan,Keldon Johnson,Lonnie Walker IV,LaMarcus Aldridge,Patty Mills,Jakob Poeltl,Rudy Gay,Devin Vassell,Keita Bates-Diop,Drew Eubanks,Tre Jones,Trey Lyles,Team Totals,,Marcus Smart,Jaylen Brown,Jayson Tatum,Kemba Walker,Daniel Theis,Tristan Thompson,Semi Ojeleye,Robert Williams,Javonte Green,Grant Williams,Jeff Teague,Aaron Nesmith,Carsen Edwards,Tacko Fall,Tremont Waters,Team Totals,,,
19,20210129,DEN,W,119,109,11,8,W 3,SAS,2021,False,95.1,.605,12.3,23.1,.259,125.2,95.1,.615,15.6,17.9,.167,114.6,DeMar DeRozan,Keldon Johnson,Dejounte Murray,Lonnie Walker IV,LaMarcus Aldridge,Patty Mills,Jakob Poeltl,Devin Vassell,Rudy Gay,Keita Bates-Diop,Tre Jones,Quinndary Weatherspoon,Drew Eubanks,Trey Lyles,Team Totals,Nikola Jokić,Jamal Murray,Gary Harris,Will Barton,Paul Millsap,Monte Morris,JaMychal Green,Michael Porter Jr.,Facundo Campazzo,Isaiah Hartenstein,R.J. Hampton,Vlatko Čančar,Markus Howard,Zeke Nnaji,Bol Bol,Team Totals,,,
20,20210130,MEM,L,112,129,11,9,L 1,SAS,2021,False,100.0,.548,12.9,18.6,.253,112.0,100.0,.654,13.3,25.0,.110,129.0,Dejounte Murray,LaMarcus Aldridge,Lonnie Walker IV,DeMar DeRozan,Keldon Johnson,Rudy Gay,Derrick White,Patty Mills,Jakob Poeltl,Trey Lyles,Devin Vassell,Drew Eubanks,Tre Jones,Quinndary Weatherspoon,Keita Bates-Diop,Dillon Brooks,Ja Morant,Brandon Clarke,Xavier Tillman Sr.,Kyle Anderson,De'Anthony Melton,Gorgui Dieng,Tyus Jones,Desmond Bane,John Konchar,Jontay Porter,Jonas Valančiūnas,Team Totals,,,,Team Totals,,
21,20210201,MEM,L,102,133,11,10,L 2,SAS,2021,False,101.5,.489,13.2,18.9,.169,100.5,101.5,.640,9.8,23.8,.151,131.0,Keldon Johnson,DeMar DeRozan,Dejounte Murray,LaMarcus Aldridge,Lonnie Walker IV,Patty Mills,Derrick White,Jakob Poeltl,Rudy Gay,Devin Vassell,Drew Eubanks,Trey Lyles,Keita Bates-Diop,Quinndary Weatherspoon,Team Totals,Kyle Anderson,Xavier Tillman Sr.,Dillon Brooks,Brandon Clarke,Ja Morant,Tyus Jones,De'Anthony Melton,Desmond Bane,Gorgui Dieng,John Konchar,Jontay Porter,Jonas Valančiūnas,Team Totals,,,,,,
22,20210203,MIN,W,111,108,12,10,W 1,SAS,2021,False,101.1,.484,6.2,14.9,.188,109.8,101.1,.527,9.2,19.1,.096,106.9,DeMar DeRozan,Jakob Poeltl,Dejounte Murray,Lonnie Walker IV,Keldon Johnson,Patty Mills,Derrick White,Devin Vassell,Trey Lyles,Drew Eubanks,Keita Bates-Diop,Quinndary Weatherspoon,Team Totals,,,Naz Reid,Malik Beasley,Anthony Edwards,D'Angelo Russell,Josh Okogie,Ricky Rubio,Jaden McDaniels,Jaylen Nowell,Jarred Vanderbilt,Jake Layman,Ed Davis,Juancho Hernangómez,Team Totals,,,,,,
23,20210206,HOU,W,111,106,13,10,W 2,SAS,2021,False,104.0,.471,8.9,14.9,.333,106.7,104.0,.500,12.4,14.0,.205,101.9,DeMar DeRozan,Dejounte Murray,Derrick White,Jakob Poeltl,Keldon Johnson,Patty Mills,Rudy Gay,Drew Eubanks,Devin Vassell,Keita Bates-Diop,Trey Lyles,Quinndary Weatherspoon,Team Totals,,,John Wall,Victor Oladipo,DeMarcus Cousins,P.J. Tucker,Jae'Sean Tate,Eric Gordon,Danuel House Jr.,David Nwaba,Sterling Brown,Mason Jones,Rodions Kurucs,Ben McLemore,Team Totals,,,,,,
24,20210208,GSW,W,105,100,14,10,W 3,SAS,2021,False,103.9,.464,9.5,18.9,.167,101.1,103.9,.517,17.8,14.3,.128,96.3,Dejounte Murray,DeMar DeRozan,Jakob Poeltl,Keldon Johnson,Derrick White,Patty Mills,Rudy Gay,Devin Vassell,Drew Eubanks,Keita Bates-Diop,Trey Lyles,Quinndary Weatherspoon,Team Totals,,,Andrew Wiggins,Stephen Curry,Kelly Oubre Jr.,Draymond Green,Juan Toscano-Anderson,Damion Lee,Kent Bazemore,Eric Paschall,Brad Wanamaker,Mychal Mulder,Kevon Looney,James Wiseman,Team Totals,,,,,,
25,20210209,GSW,L,91,114,14,11,L 1,SAS,2021,False,98.6,.419,12.8,16.7,.221,92.3,98.6,.555,10.0,21.3,.143,115.6,Keldon Johnson,DeMar DeRozan,Dejounte Murray,Devin Vassell,Jakob Poeltl,Trey Lyles,Rudy Gay,Patty Mills,Lonnie Walker IV,Drew Eubanks,Keita Bates-Diop,Quinndary Weatherspoon,Team Totals,,,Andrew Wiggins,Kelly Oubre Jr.,Stephen Curry,Draymond Green,Juan Toscano-Anderson,Damion Lee,Brad Wanamaker,Eric Paschall,Kent Bazemore,Mychal Mulder,Kevon Looney,James Wiseman,Team Totals,,,,,,
26,20210212,ATL,W,125,114,15,11,W 1,SAS,2021,False,102.6,.600,12.6,20.5,.271,121.8,102.6,.494,10.3,20.8,.278,111.1,Jakob Poeltl,Keldon Johnson,DeMar DeRozan,Dejounte Murray,Derrick White,Patty Mills,Drew Eubanks,Lonnie Walker IV,Rudy Gay,Devin Vassell,Quinndary Weatherspoon,Trey Lyles,Keita Bates-Diop,Team Totals,,Kevin Huerter,Trae Young,John Collins,Clint Capela,Cam Reddish,Solomon Hill,Tony Snell,Skylar Mays,Danilo Gallinari,Onyeka Okongwu,Brandon Goodwin,Bruno Fernando,Nathan Knight,Team Totals,,,,,
27,20210214,CHO,W,122,110,16,11,W 2,SAS,2021,False,101.9,.552,7.9,21.3,.167,119.7,101.9,.537,14.5,26.7,.084,107.9,Jakob Poeltl,DeMar DeRozan,Dejounte Murray,Keldon Johnson,Derrick White,Patty Mills,Lonnie Walker IV,Rudy Gay,Devin Vassell,Drew Eubanks,Keita Bates-Diop,Trey Lyles,Team Totals,,,Terry Rozier,LaMelo Ball,Miles Bridges,Cody Zeller,Devonte' Graham,Malik Monk,Bismack Biyombo,Jalen McDaniels,Gordon Hayward,Caleb Martin,Cody Martin,Nick Richards,P.J. Washington,Team Totals,,,,,
30,20210301,BRK,L,113,124,17,13,L 1,SAS,2021,False,90.0,.531,8.0,19.1,.103,113.7,90.0,.555,4.4,25.0,.130,124.8,DeMar DeRozan,Lonnie Walker IV,Dejounte Murray,Jakob Poeltl,Trey Lyles,Patty Mills,Keita Bates-Diop,Luka Šamanić,LaMarcus Aldridge,Drew Eubanks,Tre Jones,Derrick White,Team Totals,,,James Harden,Kyrie Irving,Joe Harris,DeAndre Jordan,Bruce Brown,Landry Shamet,Tyler Johnson,Nic Claxton,Andre Roberson,Tyler Cook,Chris Chiozza,Iman Shumpert,Team Totals,,,,,,
33,20210310,DAL,L,104,115,18,15,L 2,SAS,2021,False,92.0,.530,8.9,13.6,.193,113.0,92.0,.596,14.1,35.1,.193,125.0,DeMar DeRozan,Dejounte Murray,Jakob Poeltl,Derrick White,Keldon Johnson,Patty Mills,Rudy Gay,Lonnie Walker IV,Trey Lyles,Drew Eubanks,Keita Bates-Diop,Tre Jones,Luka Šamanić,Team Totals,,Luka Dončić,Kristaps Porziņģis,Maxi Kleber,Josh Richardson,Dorian Finney-Smith,Tim Hardaway Jr.,Jalen Brunson,Willie Cauley-Stein,Trey Burke,James Johnson,Tyler Bey,Josh Green,Wes Iwundu,Boban Marjanović,Dwight Powell,Team Totals,,,
36,20210315,DET,W,109,99,20,16,W 1,SAS,2021,False,95.3,.639,20.5,27.8,.036,114.4,95.3,.512,9.6,18.6,.169,103.9,Dejounte Murray,Keldon Johnson,Lonnie Walker IV,Jakob Poeltl,Derrick White,Patty Mills,Drew Eubanks,Devin Vassell,Rudy Gay,Tre Jones,Luka Šamanić,Quinndary Weatherspoon,Trey Lyles,Team Totals,,Delon Wright,Jerami Grant,Saddiq Bey,Rodney McGruder,Mason Plumlee,Josh Jackson,Isaiah Stewart,Saben Lee,Frank Jackson,Sekou Doumbouya,Deividas Sirvydis,Dennis Smith Jr.,Team Totals,,,,,,
37,20210317,CHI,W,106,99,21,16,W 2,SAS,2021,False,95.6,.472,8.1,26.0,.247,110.9,95.6,.500,15.2,29.8,.088,103.6,Dejounte Murray,Jakob Poeltl,Derrick White,Keldon Johnson,Lonnie Walker IV,Patty Mills,Devin Vassell,Rudy Gay,Drew Eubanks,Tre Jones,Trey Lyles,Luka Šamanić,Quinndary Weatherspoon,Team Totals,,Zach LaVine,Tomáš Satoranský,Lauri Markkanen,Patrick Williams,Thaddeus Young,Coby White,Wendell Carter Jr.,Otto Porter Jr.,Ryan Arcidiacono,Denzel Valentine,Cristiano Felício,Daniel Gafford,Chandler Hutchison,Luke Kornet,Adam Mokoka,Team Totals,,,
38,20210319,CLE,W,116,110,22,16,W 3,SAS,2021,False,96.6,.506,11.3,34.7,.307,120.1,96.6,.478,9.6,30.6,.281,113.9,Keldon Johnson,Dejounte Murray,DeMar DeRozan,Derrick White,Jakob Poeltl,Patty Mills,Rudy Gay,Drew Eubanks,Devin Vassell,Tre Jones,Trey Lyles,Luka Šamanić,Lonnie Walker IV,Quinndary Weatherspoon,Team Totals,Collin Sexton,Darius Garland,Larry Nance Jr.,Jarrett Allen,Isaac Okoro,Dean Wade,Cedi Osman,Lamar Stevens,Brodric Thomas,Dylan Windler,Quinn Cook,Damyean Dotson,Team Totals,,,,,,
39,20210320,MIL,L,113,120,22,17,L 1,SAS,2021,False,103.2,.542,8.2,10.4,.094,109.5,103.2,.565,9.9,14.3,.174,116.3,DeMar DeRozan,Keldon Johnson,Derrick White,Lonnie Walker IV,Jakob Poeltl,Rudy Gay,Devin Vassell,Drew Eubanks,Tre Jones,Quinndary Weatherspoon,Trey Lyles,Patty Mills,Dejounte Murray,Luka Šamanić,Team Totals,Khris Middleton,Jrue Holiday,Giannis Antetokounmpo,Donte DiVincenzo,Brook Lopez,Pat Connaughton,Bryn Forbes,Bobby Portis,P.J. Tucker,Sam Merrill,Jordan Nwora,Thanasis Antetokounmpo,Mamadi Diakite,Axel Toupane,Team Totals,,,,
